Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Single_T2.1,Coverage (%) Chronic_T4.1,Coverage (%) Control_T1.1,Coverage (%) Episodic_T3.1,Coverage (%) Control_T1.2,Coverage (%) Episodic_T3.2,Coverage (%) Chronic_T4.2,Coverage (%) Single_T2.2,Coverage (%) Control_T1.3,Coverage (%) Episodic_T3.3,Coverage (%) Single_T2.3,Coverage (%) Chronic_T4.3,Area Single_T2.1,Area Chronic_T4.1,Area Control_T1.1,Area Episodic_T3.1,Area Control_T1.2,Area Episodic_T3.2,Area Chronic_T4.2,Area Single_T2.2,Area Control_T1.3,Area Episodic_T3.3,Area Single_T2.3,Area Chronic_T4.3,#Peptides,#Unique,#Spec Single_T2.1,#Spec Chronic_T4.1,#Spec Control_T1.1,#Spec Episodic_T3.1,#Spec Control_T1.2,#Spec Episodic_T3.2,#Spec Chronic_T4.2,#Spec Single_T2.2,#Spec Control_T1.3,#Spec Episodic_T3.3,#Spec Single_T2.3,#Spec Chronic_T4.3,PTM,Avg. Mass,Description
1545,7447,TRINITY_DN43514_c0_g1_i1.p1,76.82,17,17,0,6,11,11,5,6,10,6,6,11,6,4.1528E6,,1.598E6,3.145E6,3.3412E6,2.7153E5,1.7807E6,4.0865E6,1.0894E6,2.6283E6,3.3411E6,8.0871E5,4,4,3,0,1,2,2,1,1,2,1,1,2,1,Mutation,23913,TRINITY_DN43514_c0_g1_i1.p1
1533,3040,TRINITY_DN44767_c0_g1_i3.p2,76.74,16,0,16,0,7,0,15,7,0,7,0,7,15,,5.4759E6,,2.0694E6,,1.7373E6,3.7626E6,,1.1603E6,,1.6129E6,1.9161E6,3,3,0,4,0,2,0,2,3,0,2,0,2,2,Oxidation (M); Mutation,15478,TRINITY_DN44767_c0_g1_i3.p2
2067,1946,TRINITY_DN45810_c1_g1_i8.p1,76.74,10,0,0,0,0,0,0,7,0,0,5,0,0,,,,,,,9.6442E6,,,1.226E6,,,6,6,0,0,0,0,0,0,5,0,0,2,0,0,Mutation,66090,TRINITY_DN45810_c1_g1_i8.p1
2074,5275,TRINITY_DN44946_c0_g1_i1.p1,76.71,7,4,0,4,7,3,0,0,0,4,0,4,0,1.2638E6,,1.3815E6,2.9076E6,9.4183E5,,,,5.3416E5,,4.1612E5,,2,2,1,0,1,2,1,0,0,0,1,0,1,0,Mutation,43757,TRINITY_DN44946_c0_g1_i1.p1
2474,5181,TRINITY_DN38381_c0_g1_i1.p1,76.69,4,0,4,0,0,4,0,4,0,0,0,0,4,,1.7886E6,,,5.7726E5,,1.2749E6,,,,,5.6857E5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,Carbamidomethylation,33288,TRINITY_DN38381_c0_g1_i1.p1
2155,2090,TRINITY_DN43713_c0_g1_i2.p1,76.65,5,0,3,0,0,3,3,0,3,0,3,3,0,,4.1649E5,,,0,1.3014E6,,6.707E5,,7.1722E5,1.1176E6,,2,2,0,1,0,0,1,1,0,1,0,1,1,0,,35650,TRINITY_DN43713_c0_g1_i2.p1
2635,5350,TRINITY_DN40438_c0_g1_i1.p1,76.63,12,0,12,0,0,0,0,5,0,0,0,0,0,,0,,,,,8.2447E5,,,,,,2,2,0,2,0,0,0,0,1,0,0,0,0,0,Mutation,46317,TRINITY_DN40438_c0_g1_i1.p1
2635,5351,TRINITY_DN40438_c0_g1_i2.p1,76.63,12,0,12,0,0,0,0,5,0,0,0,0,0,,0,,,,,8.2447E5,,,,,,2,2,0,2,0,0,0,0,1,0,0,0,0,0,Mutation,46317,TRINITY_DN40438_c0_g1_i2.p1
1186,1917,TRINITY_DN40728_c0_g1_i2.p1,76.62,8,8,6,4,6,8,4,8,8,8,6,8,6,9.0826E6,4.7883E6,8.4394E5,1.1121E7,1.0029E7,3.3271E6,1.0122E7,1.7127E7,1.4869E7,2.5557E6,1.0181E7,2.58E6,3,2,3,2,1,2,3,1,3,3,3,2,3,2,Ethylation,41037,TRINITY_DN40728_c0_g1_i2.p1
2083,4389,TRINITY_DN45054_c0_g1_i1.p1,76.46,10,0,2,0,0,0,0,10,0,3,0,3,0,,1.4608E6,,,,,3.5088E6,,8.5699E4,,3.7221E5,,3,3,0,1,0,0,0,0,4,0,1,0,1,0,Mutation,43971,TRINITY_DN45054_c0_g1_i1.p1
1988,1591,TRINITY_DN30942_c0_g1_i1.p1,76.41,11,4,0,9,9,0,0,0,3,0,4,0,4,1.1202E6,,2.1147E6,1.6465E6,,,,4.1064E5,,1.4235E6,,1.0842E6,3,3,1,0,2,2,0,0,0,1,0,1,0,1,Ethylation,27749,TRINITY_DN30942_c0_g1_i1.p1
2905,2781,TRINITY_DN45969_c0_g1_i1.p1,76.31,7,0,0,0,0,0,0,0,0,0,7,0,0,,,,,,,,,,0,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Oxidation (M),22253,TRINITY_DN45969_c0_g1_i1.p1
2195,2256,TRINITY_DN44547_c0_g1_i1.p1,76.18,4,0,0,2,0,4,0,0,0,2,2,0,2,,,2.7078E5,,8.7933E5,,,,9.2883E4,1.1223E6,,1.1642E5,2,2,0,0,1,0,2,0,0,0,1,1,0,1,Carbamidomethylation,61897,TRINITY_DN44547_c0_g1_i1.p1
2384,3335,TRINITY_DN43450_c0_g1_i1.p1,76.16,9,0,4,0,0,0,0,5,0,0,0,0,3,,1.0073E6,,,,,8.5298E5,,,,,1.73E5,3,3,0,1,0,0,0,0,2,0,0,0,0,1,Mutation,40983,TRINITY_DN43450_c0_g1_i1.p1
2225,1825,TRINITY_DN47625_c0_g1_i3.p1,76.15,11,4,4,4,0,7,0,0,4,0,0,0,0,3.0702E5,4.8788E5,0,,1.3789E6,,,4.326E5,,,,,3,3,1,1,1,0,2,0,0,1,0,0,0,0,,26701,TRINITY_DN47625_c0_g1_i3.p1
2225,1826,TRINITY_DN47625_c0_g1_i1.p1,76.15,11,4,4,4,0,7,0,0,4,0,0,0,0,3.0702E5,4.8788E5,0,,1.3789E6,,,4.326E5,,,,,3,3,1,1,1,0,2,0,0,1,0,0,0,0,,26701,TRINITY_DN47625_c0_g1_i1.p1
2225,1846,TRINITY_DN47625_c0_g1_i2.p1,76.15,4,1,1,2,0,2,0,0,1,0,0,0,0,3.0702E5,4.8788E5,0,,1.3789E6,,,4.326E5,,,,,3,3,1,1,1,0,2,0,0,1,0,0,0,0,,74642,TRINITY_DN47625_c0_g1_i2.p1
2383,3128,TRINITY_DN36838_c1_g1_i1.p1,76.12,4,0,0,0,0,4,0,0,0,4,4,4,0,,,,,0,,,,0,1.721E6,0,,1,1,0,0,0,0,1,0,0,0,1,1,1,0,,36804,TRINITY_DN36838_c1_g1_i1.p1
2383,3129,TRINITY_DN36838_c1_g1_i2.p1,76.12,4,0,0,0,0,4,0,0,0,4,4,4,0,,,,,0,,,,0,1.721E6,0,,1,1,0,0,0,0,1,0,0,0,1,1,1,0,,37153,TRINITY_DN36838_c1_g1_i2.p1
2376,2856,TRINITY_DN47173_c1_g1_i4.p1,76.07,4,0,0,2,0,4,0,0,2,0,0,0,0,,,4.9489E5,,1.0841E6,,,4.5487E5,,,,,2,2,0,0,1,0,2,0,0,1,0,0,0,0,Chlorination of tyrosine residues,63474,TRINITY_DN47173_c1_g1_i4.p1
1639,4692,TRINITY_DN47223_c0_g2_i1.p1,76.01,14,6,14,6,13,6,13,6,6,6,6,6,6,2.1694E6,7.89E6,1.4914E6,3.002E6,1.8203E6,3.9114E6,2.7785E6,4.9193E6,1.533E6,3.6318E6,2.9921E6,1.9953E6,3,3,1,2,1,2,1,2,1,1,1,1,1,1,Mutation,16734,TRINITY_DN47223_c0_g2_i1.p1
729,3765,TRINITY_DN22300_c0_g1_i1.p1,75.91,12,12,12,12,12,12,12,12,12,12,12,7,12,1.5331E8,1.5418E8,1.3475E8,1.5422E8,1.1235E8,8.1139E7,1.5193E8,2.2617E8,1.663E8,2.4405E8,7.9594E7,1.1582E8,4,4,5,4,6,6,5,4,4,3,6,6,4,5,Mutation,18640,TRINITY_DN22300_c0_g1_i1.p1
3182,5183,TRINITY_DN42280_c0_g1_i1.p1,75.90,3,0,0,0,0,0,0,3,0,0,0,0,0,,,,,,,1.6765E6,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,52301,TRINITY_DN42280_c0_g1_i1.p1
2563,2034,TRINITY_DN47021_c0_g1_i3.p1,75.84,16,0,0,0,0,0,0,0,0,0,16,0,0,,,,,,,,,,2.8958E6,,,3,3,0,0,0,0,0,0,0,0,0,3,0,0,Carbamidomethylation; Formylation,21915,TRINITY_DN47021_c0_g1_i3.p1
2563,2035,TRINITY_DN47021_c0_g1_i1.p1,75.84,16,0,0,0,0,0,0,0,0,0,16,0,0,,,,,,,,,,2.8958E6,,,3,3,0,0,0,0,0,0,0,0,0,3,0,0,Carbamidomethylation; Formylation,22290,TRINITY_DN47021_c0_g1_i1.p1
2563,2036,TRINITY_DN47021_c0_g1_i2.p1,75.84,15,0,0,0,0,0,0,0,0,0,15,0,0,,,,,,,,,,2.8958E6,,,3,3,0,0,0,0,0,0,0,0,0,3,0,0,Carbamidomethylation; Formylation,22465,TRINITY_DN47021_c0_g1_i2.p1
1495,7932,TRINITY_DN43943_c0_g1_i1.p1,75.79,24,9,9,20,20,9,9,9,9,9,9,9,13,9.0454E6,1.2098E7,5.1959E6,1.2028E7,9.2702E6,2.6379E7,4.8727E6,1.6333E7,1.1588E7,1.615E7,7.5164E6,1.5016E7,4,4,1,2,2,2,1,2,1,1,1,2,1,2,Mutation,17920,TRINITY_DN43943_c0_g1_i1.p1
1881,2577,TRINITY_DN28534_c0_g1_i1.p1,75.52,7,0,7,4,4,4,0,4,4,4,7,0,0,,9.6153E5,4.402E5,7.4816E5,3.6511E5,,1.0332E6,1.1243E6,5.647E5,1.9555E6,,,2,2,0,2,1,1,1,0,1,1,1,2,0,0,Oxidation (M); Mutation,35512,TRINITY_DN28534_c0_g1_i1.p1
2328,2710,TRINITY_DN43384_c0_g1_i1.p1,75.47,8,0,4,0,0,3,0,3,0,0,3,0,3,,1.2091E6,,,2.1988E6,,1.2029E6,,,2.4966E6,,1.0066E6,3,3,0,1,0,0,1,0,1,0,0,1,0,1,Mutation,35568,TRINITY_DN43384_c0_g1_i1.p1
1625,2070,TRINITY_DN40692_c0_g1_i1.p1,75.39,10,3,3,3,7,3,3,3,3,3,7,3,3,8.2904E5,6.7137E5,8.0708E5,7.2876E5,6.3797E5,6.173E5,8.397E5,1.0616E6,8.8249E5,1.6357E6,6.1285E5,4.9119E5,3,3,1,1,1,2,1,1,1,2,1,2,1,1,Dimethylation(KR),36229,TRINITY_DN40692_c0_g1_i1.p1
1807,1817,TRINITY_DN48416_c0_g1_i2.p1,75.36,4,2,2,2,2,2,2,2,4,2,0,2,0,1.1745E6,1.4772E6,6.4652E5,8.4931E5,8.8517E5,7.9362E5,7.2297E5,1.5783E6,1.3252E6,,5.7897E5,,2,2,1,1,1,1,1,1,1,2,1,0,1,0,Carbamidomethylation,66655,TRINITY_DN48416_c0_g1_i2.p1
2572,1806,TRINITY_DN28767_c0_g1_i1.p1,75.23,5,0,0,2,0,2,0,3,0,0,0,0,0,,,3.0479E5,,1.1873E6,,6.2551E5,,,,,,2,2,0,0,1,0,1,0,1,0,0,0,0,0,,44382,TRINITY_DN28767_c0_g1_i1.p1
2746,3067,TRINITY_DN47441_c0_g1_i1.p1,75.20,5,0,0,0,0,5,0,0,0,0,0,0,0,,,,,2.7589E5,,,,,,,,2,2,0,0,0,0,2,0,0,0,0,0,0,0,Mutation,59173,TRINITY_DN47441_c0_g1_i1.p1
1447,3532,TRINITY_DN41549_c1_g2_i1.p2,75.07,12,7,9,7,0,7,12,0,9,0,12,3,4,2.2815E6,1.4403E6,1.9219E6,,2.4742E6,2.3938E6,,1.6282E6,,4.6176E6,6.8784E5,6.057E5,3,3,2,2,2,0,2,4,0,2,0,4,1,1,Oxidation (M); Mutation,26180,TRINITY_DN41549_c1_g2_i1.p2
2587,4416,TRINITY_DN36998_c0_g1_i1.p1,75.01,8,0,0,8,0,8,0,0,0,0,8,0,0,,,8.3913E5,,1.7748E6,,,,,2.6104E6,,,1,1,0,0,1,0,1,0,0,0,0,1,0,0,,17828,TRINITY_DN36998_c0_g1_i1.p1
2545,3665,TRINITY_DN45785_c1_g1_i2.p1,74.98,15,0,7,0,0,0,0,0,0,0,3,0,4,,3.1804E5,,,,,,,,4.8737E5,,0,3,3,0,1,0,0,0,0,0,0,0,1,0,1,Carbamidomethylation; Mutation,29622,TRINITY_DN45785_c1_g1_i2.p1
2434,3199,TRINITY_DN36680_c0_g1_i2.p1,74.97,15,0,0,0,15,0,0,0,15,0,15,15,0,,,,8.7453E5,,,,7.9567E5,,0,4.0109E5,,1,1,0,0,0,1,0,0,0,1,0,1,1,0,Carbamidomethylation,11508,TRINITY_DN36680_c0_g1_i2.p1
2434,4400,TRINITY_DN36680_c0_g1_i1.p1,74.97,10,0,0,0,10,0,0,0,10,0,10,10,0,,,,8.7453E5,,,,7.9567E5,,0,4.0109E5,,1,1,0,0,0,1,0,0,0,1,0,1,1,0,Carbamidomethylation,17320,TRINITY_DN36680_c0_g1_i1.p1
2434,4399,TRINITY_DN36680_c0_g1_i3.p1,74.97,10,0,0,0,10,0,0,0,10,0,10,10,0,,,,8.7453E5,,,,7.9567E5,,0,4.0109E5,,1,1,0,0,0,1,0,0,0,1,0,1,1,0,Carbamidomethylation,17238,TRINITY_DN36680_c0_g1_i3.p1
2375,2617,TRINITY_DN31610_c0_g1_i1.p1,74.87,10,3,4,0,0,0,0,0,3,3,0,0,0,8.1456E5,0,,,,,,0,0,,,,3,3,1,1,0,0,0,0,0,1,1,0,0,0,Carbamidomethylation (DHKE  X@N-term),34829,TRINITY_DN31610_c0_g1_i1.p1
1989,2083,TRINITY_DN45314_c0_g1_i2.p1,74.83,8,2,2,0,0,2,0,0,0,0,8,2,2,,1.2164E6,,,,,,,,4.3832E6,,,3,2,1,1,0,0,1,0,0,0,0,3,1,1,Mutation,43740,TRINITY_DN45314_c0_g1_i2.p1
1989,2947,TRINITY_DN45314_c0_g1_i1.p1,74.83,16,5,4,0,0,5,0,0,0,0,16,5,5,,1.2164E6,,,,,,,,4.3832E6,,,3,2,1,1,0,0,1,0,0,0,0,3,1,1,Mutation,21462,TRINITY_DN45314_c0_g1_i1.p1
2118,1710,TRINITY_DN27415_c0_g1_i1.p1,74.75,14,4,10,0,4,0,0,5,0,0,0,4,5,0,2.2386E6,,0,,,5.9927E5,,,,0,9.4754E5,3,3,1,2,0,1,0,0,1,0,0,0,1,1,,18266,TRINITY_DN27415_c0_g1_i1.p1
2758,5178,TRINITY_DN36359_c0_g1_i1.p1,74.69,13,0,0,0,0,0,0,0,0,0,13,0,13,,,,,,,,,,6.9262E5,,1.0981E5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,,11387,TRINITY_DN36359_c0_g1_i1.p1
1842,2697,TRINITY_DN32868_c0_g1_i1.p1,74.67,4,4,4,4,4,4,4,0,4,4,4,4,4,1.0374E6,1.7457E6,9.8808E5,1.5242E6,1.208E6,1.0264E6,,1.6908E6,1.0468E6,7.9672E5,1.4843E6,4.8136E5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,Carbamidomethylation,39336,TRINITY_DN32868_c0_g1_i1.p1
1513,2822,TRINITY_DN60337_c0_g1_i1.p1,74.57,29,22,15,0,15,6,6,23,22,0,15,22,14,2.311E6,3.5595E6,,1.7859E6,7.5352E5,2.162E6,3.6573E6,3.1063E6,,3.2464E6,2.1085E6,1.7609E6,3,3,2,1,0,1,1,1,4,2,0,1,2,3,Mutation,12369,TRINITY_DN60337_c0_g1_i1.p1
1482,3587,TRINITY_DN29420_c0_g1_i1.p1,74.55,9,3,6,3,3,3,6,6,6,6,0,3,6,9.7705E5,2.7893E6,6.1924E5,7.4628E5,6.4364E5,1.6556E6,2.4097E6,2.3672E6,1.625E6,,6.6268E6,1.517E6,3,3,1,3,1,1,1,2,3,2,2,0,1,2,Deamidation (NQ),31104,TRINITY_DN29420_c0_g1_i1.p1
2133,3572,TRINITY_DN47633_c0_g1_i5.p1,74.54,30,0,30,0,0,10,0,20,0,0,8,0,30,,7.2083E6,,,8.4206E4,,3.6062E6,,,3.49E5,,1.9586E6,3,3,0,2,0,0,1,0,1,0,0,1,0,2,Carbamidomethylation; 4-hydroxynonenal (HNE),11915,TRINITY_DN47633_c0_g1_i5.p1
2133,3573,TRINITY_DN47633_c0_g1_i6.p1,74.54,29,0,29,0,0,10,0,19,0,0,8,0,29,,7.2083E6,,,8.4206E4,,3.6062E6,,,3.49E5,,1.9586E6,3,3,0,2,0,0,1,0,1,0,0,1,0,2,Carbamidomethylation; 4-hydroxynonenal (HNE),12376,TRINITY_DN47633_c0_g1_i6.p1
1833,2804,TRINITY_DN46912_c0_g1_i1.p1,74.49,6,2,2,4,4,4,6,4,4,0,6,0,0,4.496E5,6.5624E5,3.9801E5,7.5997E5,4.5331E5,2.537E6,7.5961E5,1.8095E6,,2.9357E6,,,2,2,1,1,1,1,1,2,1,1,0,2,0,0,,32313,TRINITY_DN46912_c0_g1_i1.p1
3183,5189,TRINITY_DN43069_c0_g1_i3.p1,74.44,8,0,0,0,0,8,0,0,0,0,0,0,0,,,,,3.3702E5,,,,,,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,18028,TRINITY_DN43069_c0_g1_i3.p1
3183,5187,TRINITY_DN43069_c0_g1_i1.p1,74.44,8,0,0,0,0,8,0,0,0,0,0,0,0,,,,,3.3702E5,,,,,,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,17493,TRINITY_DN43069_c0_g1_i1.p1
3183,5188,TRINITY_DN43069_c0_g1_i2.p1,74.44,8,0,0,0,0,8,0,0,0,0,0,0,0,,,,,3.3702E5,,,,,,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,17589,TRINITY_DN43069_c0_g1_i2.p1
3183,5190,TRINITY_DN43069_c0_g1_i4.p1,74.44,7,0,0,0,0,7,0,0,0,0,0,0,0,,,,,3.3702E5,,,,,,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,18825,TRINITY_DN43069_c0_g1_i4.p1
1386,1840,TRINITY_DN39768_c0_g2_i1.p1,74.36,5,3,3,1,3,2,1,3,3,3,3,5,3,3.7609E6,1.6487E7,1.2041E6,4.6322E6,1.8212E6,9.5336E5,9.5555E6,2.6532E6,3.4616E6,2.6836E6,4.6583E6,5.0858E6,3,3,2,2,1,2,1,1,2,2,2,2,3,2,Oxidation (M),55255,TRINITY_DN39768_c0_g2_i1.p1
1386,1842,TRINITY_DN39768_c0_g2_i2.p1,74.36,5,3,3,1,3,2,1,3,3,3,3,5,3,3.7609E6,1.6487E7,1.2041E6,4.6322E6,1.8212E6,9.5336E5,9.5555E6,2.6532E6,3.4616E6,2.6836E6,4.6583E6,5.0858E6,3,3,2,2,1,2,1,1,2,2,2,2,3,2,Oxidation (M),56148,TRINITY_DN39768_c0_g2_i2.p1
1782,2700,TRINITY_DN7514_c0_g1_i1.p1,74.34,18,8,18,8,8,8,8,8,8,8,8,0,8,,4.1381E5,,,,,,,,,,,2,1,1,2,1,1,1,1,1,1,1,1,0,1,,11912,TRINITY_DN7514_c0_g1_i1.p1
2336,2769,TRINITY_DN31787_c0_g1_i1.p1,74.21,17,0,0,0,0,6,0,6,6,10,0,0,0,,,,,2.7037E6,,3.7066E5,2.9059E6,9.3359E5,,,,3,3,0,0,0,0,1,0,1,1,2,0,0,0,Carbamidomethylation; Mutation,22682,TRINITY_DN31787_c0_g1_i1.p1
2344,4531,TRINITY_DN47686_c3_g1_i3.p1,74.21,5,0,5,5,0,5,0,5,0,5,0,0,0,,1.9558E6,4.4699E5,,1.3004E6,,8.1859E5,,6.8049E5,,,,1,1,0,1,1,0,1,0,1,0,1,0,0,0,Oxidation (M),33759,TRINITY_DN47686_c3_g1_i3.p1
1929,2501,TRINITY_DN46864_c0_g1_i2.p1,74.03,6,2,6,0,2,0,6,0,6,0,3,0,0,2.9601E5,1.8822E6,,0,,1.5019E6,,5.495E5,,1.1011E6,,,2,2,1,2,0,1,0,2,0,2,0,1,0,0,Mutation,47651,TRINITY_DN46864_c0_g1_i2.p1
1929,2503,TRINITY_DN46864_c0_g1_i1.p1,74.03,5,2,5,0,2,0,5,0,5,0,3,0,0,2.9601E5,1.8822E6,,0,,1.5019E6,,5.495E5,,1.1011E6,,,2,2,1,2,0,1,0,2,0,2,0,1,0,0,Mutation,50407,TRINITY_DN46864_c0_g1_i1.p1
1742,5274,TRINITY_DN11572_c0_g1_i1.p1,73.95,11,6,11,6,6,6,6,11,6,6,0,6,6,1.4697E6,3.6282E6,1.2972E6,1.4962E6,1.1147E6,1.2201E6,4.8265E6,1.0966E6,1.5822E6,,1.2701E6,9.7121E5,2,2,1,2,1,1,1,1,2,1,1,0,1,1,Mutation,20764,TRINITY_DN11572_c0_g1_i1.p1
1152,4632,TRINITY_DN33898_c0_g1_i4.p1,73.87,5,5,5,5,5,5,5,5,5,5,5,5,5,2.8798E6,1.2796E7,2.2813E6,1.3037E7,9.7935E6,1.4474E7,1.1737E7,3.5937E6,1.4937E7,1.6586E7,2.6054E6,8.4436E6,1,1,2,3,3,2,3,3,3,3,2,3,2,1,Acetylation (N-term); Dehydration; Amidination of lysines or N-terminal amines with methyl acetimidate,24293,TRINITY_DN33898_c0_g1_i4.p1
1152,4633,TRINITY_DN33898_c0_g1_i5.p1,73.87,5,5,5,5,5,5,5,5,5,5,5,5,5,2.8798E6,1.2796E7,2.2813E6,1.3037E7,9.7935E6,1.4474E7,1.1737E7,3.5937E6,1.4937E7,1.6586E7,2.6054E6,8.4436E6,1,1,2,3,3,2,3,3,3,3,2,3,2,1,Acetylation (N-term); Dehydration; Amidination of lysines or N-terminal amines with methyl acetimidate,24311,TRINITY_DN33898_c0_g1_i5.p1
1152,4630,TRINITY_DN33898_c0_g1_i3.p1,73.87,6,6,6,6,6,6,6,6,6,6,6,6,6,2.8798E6,1.2796E7,2.2813E6,1.3037E7,9.7935E6,1.4474E7,1.1737E7,3.5937E6,1.4937E7,1.6586E7,2.6054E6,8.4436E6,1,1,2,3,3,2,3,3,3,3,2,3,2,1,Acetylation (N-term); Dehydration; Amidination of lysines or N-terminal amines with methyl acetimidate,23783,TRINITY_DN33898_c0_g1_i3.p1
1152,4631,TRINITY_DN33898_c0_g1_i2.p1,73.87,6,6,6,6,6,6,6,6,6,6,6,6,6,2.8798E6,1.2796E7,2.2813E6,1.3037E7,9.7935E6,1.4474E7,1.1737E7,3.5937E6,1.4937E7,1.6586E7,2.6054E6,8.4436E6,1,1,2,3,3,2,3,3,3,3,2,3,2,1,Acetylation (N-term); Dehydration; Amidination of lysines or N-terminal amines with methyl acetimidate,23765,TRINITY_DN33898_c0_g1_i2.p1
1152,4817,TRINITY_DN33898_c0_g1_i1.p1,73.87,7,7,7,7,7,7,7,7,7,7,7,7,7,2.8798E6,1.2796E7,2.2813E6,1.3037E7,9.7935E6,1.4474E7,1.1737E7,3.5937E6,1.4937E7,1.6586E7,2.6054E6,8.4436E6,1,1,2,3,3,2,3,3,3,3,2,3,2,1,Acetylation (N-term); Dehydration; Amidination of lysines or N-terminal amines with methyl acetimidate,19746,TRINITY_DN33898_c0_g1_i1.p1
1152,4818,TRINITY_DN33898_c0_g1_i6.p1,73.87,7,7,7,7,7,7,7,7,7,7,7,7,7,2.8798E6,1.2796E7,2.2813E6,1.3037E7,9.7935E6,1.4474E7,1.1737E7,3.5937E6,1.4937E7,1.6586E7,2.6054E6,8.4436E6,1,1,2,3,3,2,3,3,3,3,2,3,2,1,Acetylation (N-term); Dehydration; Amidination of lysines or N-terminal amines with methyl acetimidate,20268,TRINITY_DN33898_c0_g1_i6.p1
2240,5250,TRINITY_DN24149_c0_g1_i1.p2,73.82,7,0,7,0,0,0,0,7,0,0,0,0,7,,1.6647E6,,,,,1.9684E6,,,,,8.1174E5,2,2,0,2,0,0,0,0,2,0,0,0,0,2,Mutation,36756,TRINITY_DN24149_c0_g1_i1.p2
2575,2383,TRINITY_DN33394_c0_g1_i10.p1,73.60,16,0,16,9,0,0,0,0,0,0,0,0,0,,1.9195E6,3.0734E5,,,,,,,,,,2,2,0,2,1,0,0,0,0,0,0,0,0,0,Carbamidomethylation,14802,TRINITY_DN33394_c0_g1_i10.p1
2575,3164,TRINITY_DN33394_c0_g1_i2.p1,73.60,18,0,18,10,0,0,0,0,0,0,0,0,0,,1.9195E6,3.0734E5,,,,,,,,,,2,2,0,2,1,0,0,0,0,0,0,0,0,0,Carbamidomethylation,13412,TRINITY_DN33394_c0_g1_i2.p1
1901,3936,TRINITY_DN44214_c0_g1_i1.p1,73.55,5,0,2,5,5,2,0,0,5,2,0,2,0,,4.6715E5,3.2439E5,2.8715E6,3.2555E5,,,6.954E5,2.863E5,,2.3879E6,,2,2,0,1,2,2,1,0,0,2,1,0,1,0,Carbamidomethylation; Mutation,41497,TRINITY_DN44214_c0_g1_i1.p1
1656,2529,TRINITY_DN41607_c0_g1_i1.p1,73.55,7,3,7,3,3,3,3,3,3,0,7,3,7,7.6027E5,3.854E6,5.2115E5,9.2378E5,7.9307E5,1.1585E6,1.7966E6,1.5124E6,,2.8107E6,1.011E6,2.5854E6,2,2,1,2,1,1,1,1,1,1,0,2,1,2,,31330,TRINITY_DN41607_c0_g1_i1.p1
1656,2579,TRINITY_DN41607_c0_g1_i2.p1,73.55,9,4,9,4,4,4,4,4,4,0,9,4,9,7.6027E5,3.854E6,5.2115E5,9.2378E5,7.9307E5,1.1585E6,1.7966E6,1.5124E6,,2.8107E6,1.011E6,2.5854E6,2,2,1,2,1,1,1,1,1,1,0,2,1,2,,24180,TRINITY_DN41607_c0_g1_i2.p1
1986,2146,TRINITY_DN10518_c0_g1_i1.p1,73.43,15,9,0,0,4,9,4,0,6,0,4,0,0,1.0101E6,,,4.1411E5,1.4873E6,2.3405E5,,3.675E5,,5.4795E5,,,3,3,2,0,0,1,2,1,0,1,0,1,0,0,Acetylation (N-term),30302,TRINITY_DN10518_c0_g1_i1.p1
2371,2723,TRINITY_DN47973_c4_g1_i1.p1,73.38,4,0,0,0,0,4,0,0,0,0,2,2,0,,,,,2.1784E6,,,,,8.8925E5,0,,2,2,0,0,0,0,2,0,0,0,0,1,1,0,,52214,TRINITY_DN47973_c4_g1_i1.p1
2534,3688,TRINITY_DN46806_c0_g1_i1.p1,73.27,4,0,0,0,0,4,0,0,0,0,4,4,0,,,,,6.4301E5,,,,,0,2.4841E5,,1,1,0,0,0,0,1,0,0,0,0,1,1,0,Carbamidomethylation,31950,TRINITY_DN46806_c0_g1_i1.p1
2534,3689,TRINITY_DN46806_c0_g1_i6.p1,73.27,4,0,0,0,0,4,0,0,0,0,4,4,0,,,,,6.4301E5,,,,,0,2.4841E5,,1,1,0,0,0,0,1,0,0,0,0,1,1,0,Carbamidomethylation,36730,TRINITY_DN46806_c0_g1_i6.p1
2534,5185,TRINITY_DN46806_c0_g1_i7.p1,73.27,10,0,0,0,0,10,0,0,0,0,10,10,0,,,,,6.4301E5,,,,,0,2.4841E5,,1,1,0,0,0,0,1,0,0,0,0,1,1,0,Carbamidomethylation,13223,TRINITY_DN46806_c0_g1_i7.p1
2534,5193,TRINITY_DN46806_c0_g1_i4.p1,73.27,7,0,0,0,0,7,0,0,0,0,7,7,0,,,,,6.4301E5,,,,,0,2.4841E5,,1,1,0,0,0,0,1,0,0,0,0,1,1,0,Carbamidomethylation,18180,TRINITY_DN46806_c0_g1_i4.p1
